order_id,order_date,order_customer_id,order_status
342,31:02.1,8809,ON_HOLD
343,31:02.1,10952,COMPLETE
344,31:02.1,2816,PENDING
345,31:02.1,11040,PROCESSING
346,31:02.1,3646,COMPLETE
347,31:02.1,11662,COMPLETE
348,31:02.1,12120,COMPLETE
349,31:02.1,9103,COMPLETE
350,31:02.1,10672,COMPLETE
351,31:02.1,12049,COMPLETE
352,31:02.1,1977,PENDING_PAYMENT
353,31:02.1,2234,PROCESSING
354,31:02.1,5862,PROCESSING
355,31:02.1,11682,PROCESSING
356,31:02.1,2209,PENDING
357,31:02.1,2685,COMPLETE
358,31:02.1,2979,PENDING
359,31:02.1,6020,PENDING_PAYMENT
360,31:02.1,8020,COMPLETE
361,31:02.1,8286,PROCESSING
362,31:02.1,10167,PROCESSING
363,31:02.1,3619,CLOSED
364,31:02.1,6035,PROCESSING
365,31:02.1,2400,PENDING_PAYMENT
366,31:02.1,4422,PENDING_PAYMENT
367,31:02.1,8730,PROCESSING
368,31:02.1,5783,COMPLETE
369,31:02.1,189,COMPLETE
370,31:02.1,4791,PENDING_PAYMENT
371,31:02.1,4428,PENDING_PAYMENT
372,31:02.1,776,COMPLETE
373,31:02.1,3630,PENDING
374,31:02.1,5906,PROCESSING
375,31:02.1,6561,PROCESSING
376,31:02.1,1369,PENDING
377,31:02.1,514,PROCESSING
378,31:02.1,10071,PENDING_PAYMENT
379,31:02.1,8735,PENDING_PAYMENT
380,31:02.1,9505,PENDING_PAYMENT
381,31:02.1,5756,ON_HOLD
382,31:02.1,8143,PROCESSING
383,31:02.1,10509,PENDING_PAYMENT
384,31:02.1,2610,CLOSED
385,31:02.1,10667,COMPLETE
386,31:02.1,3568,PENDING
387,31:02.1,7193,CLOSED
388,31:02.1,2790,COMPLETE
389,31:02.1,4435,COMPLETE
390,31:02.1,5590,PENDING
391,31:02.1,5816,PENDING_PAYMENT
392,31:02.1,3238,PENDING
393,31:02.1,1047,CLOSED
394,31:02.1,76,PENDING_PAYMENT
395,31:02.1,3934,COMPLETE
396,31:02.1,9078,PAYMENT_REVIEW
397,31:02.1,4476,CLOSED
398,31:02.1,1365,ON_HOLD
399,31:02.1,1473,PROCESSING
400,31:02.1,5626,PENDING
401,31:02.1,9692,PROCESSING
402,31:02.1,9547,PENDING_PAYMENT
403,31:02.1,4178,COMPLETE
404,31:02.1,1478,CLOSED
405,31:02.1,9498,COMPLETE
406,31:02.1,9023,COMPLETE
407,31:02.1,3333,PROCESSING
408,31:02.1,2252,PAYMENT_REVIEW
409,31:02.1,11102,PROCESSING
410,31:02.1,1288,PENDING
411,31:02.1,11164,SUSPECTED_FRAUD
412,31:02.1,9397,COMPLETE
413,31:02.1,7278,CLOSED
414,31:02.1,11776,PENDING
415,31:02.1,6110,CLOSED
416,31:02.1,1561,COMPLETE
417,31:02.1,11491,PENDING_PAYMENT
418,31:02.1,4269,COMPLETE
419,31:02.1,8987,PENDING_PAYMENT
420,31:02.1,4632,COMPLETE
421,31:02.1,7839,PENDING
422,31:02.1,9664,COMPLETE
423,31:02.1,9632,SUSPECTED_FRAUD
424,31:02.1,2457,PROCESSING
425,31:02.1,10481,PENDING_PAYMENT
426,31:02.1,10419,COMPLETE
427,31:02.1,6681,COMPLETE
428,31:02.1,3487,COMPLETE
429,31:02.1,8466,CLOSED
430,31:02.1,10779,PENDING_PAYMENT
431,31:02.1,4676,CLOSED
432,31:02.1,1197,COMPLETE
433,31:02.1,792,PROCESSING
434,31:02.1,11390,PENDING_PAYMENT
435,31:02.1,5719,CLOSED
436,31:02.1,7610,PROCESSING
437,31:02.1,5351,COMPLETE
438,31:02.1,8256,COMPLETE
439,31:02.1,9353,COMPLETE
440,31:02.1,7290,COMPLETE
441,31:02.1,5239,PENDING_PAYMENT
442,31:02.1,8098,COMPLETE
443,31:02.1,8499,CLOSED
444,31:02.1,10004,COMPLETE
445,31:02.1,3859,PENDING
446,31:02.1,7620,PENDING_PAYMENT
447,31:02.1,8737,CLOSED
448,31:02.1,7167,COMPLETE
449,31:02.1,409,CLOSED
450,31:02.1,5085,ON_HOLD
451,31:02.1,10104,PENDING
452,31:02.1,5128,COMPLETE
453,31:02.1,381,SUSPECTED_FRAUD
454,31:02.1,5933,PENDING_PAYMENT
455,31:02.1,6575,PENDING
456,31:02.1,11295,CLOSED
457,31:02.1,4036,PENDING_PAYMENT
458,31:02.1,5358,COMPLETE
459,31:02.1,3687,COMPLETE
460,31:02.1,2521,PENDING_PAYMENT
461,31:02.1,8398,CLOSED
462,31:02.1,5454,PROCESSING
463,31:02.1,8709,COMPLETE
464,31:02.1,7114,COMPLETE
465,31:02.1,1255,PENDING_PAYMENT
466,31:02.1,10943,CLOSED
467,31:02.1,1719,PENDING_PAYMENT
468,31:02.1,7305,COMPLETE
469,31:02.1,1731,PENDING
470,31:02.1,6410,PENDING_PAYMENT
471,31:02.1,10861,PENDING
472,31:02.1,8969,CLOSED
473,31:02.1,5359,COMPLETE
474,31:02.1,8349,PENDING_PAYMENT
475,31:02.1,4567,CLOSED
476,31:02.1,6020,PENDING_PAYMENT
477,31:02.1,8511,ON_HOLD
478,31:02.1,7657,COMPLETE
479,31:02.1,11138,COMPLETE
480,31:02.1,2902,PROCESSING
481,31:02.1,10633,PROCESSING
482,31:02.1,9156,ON_HOLD
483,31:02.1,12341,PROCESSING
484,31:02.1,2409,PENDING_PAYMENT
485,31:02.1,3976,PENDING_PAYMENT
486,31:02.1,1865,PROCESSING
487,31:02.1,5698,PROCESSING
488,31:02.1,10143,PENDING_PAYMENT
489,31:02.1,2030,PENDING_PAYMENT
490,31:02.1,9709,COMPLETE
491,31:02.1,3945,ON_HOLD
492,31:02.1,2499,PENDING_PAYMENT
493,31:02.1,1180,COMPLETE
494,31:02.1,8121,PENDING_PAYMENT
495,31:02.1,7242,COMPLETE
496,31:02.1,615,COMPLETE
497,31:02.1,846,COMPLETE
498,31:02.1,6828,PENDING_PAYMENT
499,31:02.1,8920,COMPLETE
500,31:02.1,2129,CLOSED
501,31:02.1,1987,CLOSED
502,31:02.1,7196,COMPLETE
503,31:02.1,6377,PENDING_PAYMENT
504,31:02.1,6288,COMPLETE
505,31:02.1,11952,PROCESSING
506,31:02.1,3509,PENDING
507,31:02.1,4730,PENDING_PAYMENT
508,31:02.1,6970,COMPLETE
509,31:02.1,10739,COMPLETE
510,31:02.1,7533,PENDING_PAYMENT
511,31:02.1,486,PROCESSING
512,31:02.1,12000,COMPLETE
513,31:02.1,10479,COMPLETE
514,31:02.1,10962,PENDING_PAYMENT
515,31:02.1,5921,PENDING_PAYMENT
516,31:02.1,9204,COMPLETE
517,31:02.1,1578,PROCESSING
518,31:02.1,5257,COMPLETE
519,31:02.1,4780,COMPLETE
520,31:02.1,8074,COMPLETE
521,31:02.1,6497,COMPLETE
522,31:02.1,12300,COMPLETE
523,31:02.1,4477,COMPLETE
524,31:02.1,7622,COMPLETE
525,31:02.1,10830,PENDING
526,31:02.1,7259,COMPLETE
527,31:02.1,5426,CANCELED
528,31:02.1,6147,PROCESSING
529,31:02.1,844,ON_HOLD
530,31:02.1,6224,PROCESSING
531,31:02.1,1950,PENDING_PAYMENT
532,31:02.1,6498,PENDING
533,31:02.1,6770,COMPLETE
534,31:02.1,6896,COMPLETE
535,31:02.1,66,COMPLETE
536,31:02.1,9981,ON_HOLD
537,31:02.1,10437,COMPLETE
538,31:02.1,4871,PROCESSING
539,31:02.1,7673,PENDING_PAYMENT
540,31:02.1,121,COMPLETE
541,31:02.1,4985,COMPLETE
542,31:02.1,597,CLOSED
543,31:02.1,7351,PENDING
544,31:02.1,281,PENDING_PAYMENT
545,31:02.1,11642,COMPLETE
546,31:02.1,7604,PROCESSING
547,31:02.1,7220,COMPLETE
548,31:02.1,6889,SUSPECTED_FRAUD
549,31:02.1,3834,PENDING
550,31:02.1,9666,PENDING_PAYMENT
551,31:02.1,2867,COMPLETE
552,31:02.1,1445,CANCELED
553,31:02.1,7307,COMPLETE
554,31:02.1,10980,PROCESSING
555,31:02.1,976,PENDING_PAYMENT
556,31:02.1,7838,COMPLETE
557,31:02.1,4855,COMPLETE
558,31:02.1,4562,COMPLETE
559,31:02.1,1944,ON_HOLD
560,31:02.1,744,ON_HOLD
561,31:02.1,6059,PENDING
562,31:02.1,5017,PENDING
563,31:02.1,3514,CLOSED
564,31:02.1,2216,CANCELED
565,31:02.1,3850,PENDING_PAYMENT
566,31:02.1,6335,CLOSED
567,31:02.1,9527,CLOSED
568,31:02.1,11790,PENDING
569,31:02.1,8532,CLOSED
570,31:02.1,4622,PENDING
571,31:02.1,5006,PENDING
572,31:02.1,6691,PENDING
573,31:02.1,5964,COMPLETE
574,31:02.1,7145,PROCESSING
575,31:02.1,2873,PROCESSING
576,31:02.1,7191,COMPLETE
577,31:02.1,457,CLOSED
578,31:02.1,2529,PENDING_PAYMENT
579,31:02.1,4137,PROCESSING
580,31:02.1,8677,SUSPECTED_FRAUD
581,31:02.1,3222,PROCESSING
582,31:02.1,6220,CLOSED
583,31:02.1,4695,PENDING
584,31:02.1,1263,PENDING_PAYMENT
585,31:02.1,8399,PENDING_PAYMENT
586,31:02.1,10225,PROCESSING
587,31:02.1,6008,SUSPECTED_FRAUD
588,31:02.1,6348,COMPLETE
589,31:02.1,5609,COMPLETE
590,31:02.1,132,PROCESSING
591,31:02.1,6431,COMPLETE
592,31:02.1,10862,CLOSED
593,31:02.1,6667,PENDING
594,31:02.1,1946,PENDING_PAYMENT
595,31:02.1,3531,PAYMENT_REVIEW
596,31:02.1,8352,PENDING_PAYMENT
597,31:02.1,11558,PENDING_PAYMENT
598,31:02.1,11344,PENDING_PAYMENT
599,31:02.1,8005,COMPLETE
600,31:02.1,3506,COMPLETE
601,31:02.1,8977,COMPLETE
602,31:02.1,6690,COMPLETE
603,31:02.1,6184,CLOSED
604,31:02.1,6930,PENDING_PAYMENT
605,31:02.1,2879,COMPLETE
606,31:02.1,1157,COMPLETE
607,31:02.1,6376,CANCELED
608,31:02.1,10388,COMPLETE
609,31:02.1,1241,PROCESSING
610,31:02.1,1866,PENDING_PAYMENT
611,31:02.1,8422,COMPLETE
612,31:02.1,11854,PENDING_PAYMENT
613,31:02.1,460,COMPLETE
614,31:02.1,5738,CLOSED
615,31:02.1,2827,COMPLETE
616,31:02.1,11330,PROCESSING
617,31:02.1,6154,ON_HOLD
618,31:02.1,12037,PENDING_PAYMENT
619,31:02.1,11473,PROCESSING
620,31:02.1,11346,COMPLETE
621,31:02.1,7916,COMPLETE
622,31:02.1,3892,ON_HOLD
623,31:02.1,3658,PAYMENT_REVIEW
624,31:02.1,1821,PENDING_PAYMENT
625,31:02.1,5918,ON_HOLD
626,31:02.1,9123,CLOSED
627,31:02.1,7859,PENDING_PAYMENT
628,31:02.1,9783,PROCESSING
629,31:02.1,6772,COMPLETE
630,31:02.1,3449,COMPLETE
631,31:02.1,9381,PENDING_PAYMENT
632,31:02.1,529,PENDING
633,31:02.1,12249,COMPLETE
634,31:02.1,4588,COMPLETE
635,31:02.1,1427,PENDING
636,31:02.1,10371,PENDING_PAYMENT
637,31:02.1,2259,ON_HOLD
638,31:02.1,3626,PENDING
639,31:02.1,1072,COMPLETE
640,31:02.1,6199,PROCESSING
641,31:02.1,11558,CLOSED
642,31:02.1,7499,COMPLETE
643,31:02.1,64,PENDING_PAYMENT
644,31:02.1,7295,PENDING_PAYMENT
645,31:02.1,2238,COMPLETE
646,31:02.1,911,CLOSED
647,31:02.1,12319,COMPLETE
648,31:02.1,4551,PENDING_PAYMENT
649,31:02.1,7261,CANCELED
650,31:02.1,4170,PENDING_PAYMENT
651,31:02.1,9264,CLOSED
652,31:02.1,8732,PENDING_PAYMENT
653,31:02.1,10473,PROCESSING
654,31:02.1,286,COMPLETE
655,31:02.1,1206,PENDING_PAYMENT
656,31:02.1,1646,PROCESSING
657,31:02.1,1393,PENDING_PAYMENT
658,31:02.1,12386,PENDING
659,31:02.1,6006,COMPLETE
660,31:02.1,1932,CLOSED
661,31:02.1,2991,ON_HOLD
662,31:02.1,11165,COMPLETE
663,31:02.1,3531,PAYMENT_REVIEW
664,31:02.1,4469,COMPLETE
665,31:02.1,5648,ON_HOLD
666,31:02.1,993,COMPLETE
667,31:02.1,4726,CANCELED
668,31:02.1,8023,PROCESSING
669,31:02.1,909,PROCESSING
670,31:02.1,482,PROCESSING
671,31:02.1,7926,PENDING_PAYMENT
672,31:02.1,1670,PENDING_PAYMENT
673,31:02.1,2157,PENDING_PAYMENT
674,31:02.1,1295,COMPLETE
675,31:02.1,3414,COMPLETE
676,31:02.1,5653,PENDING_PAYMENT
677,31:02.1,5182,PENDING_PAYMENT
678,31:02.1,9667,PENDING
679,31:02.1,5535,CLOSED
680,31:02.1,4599,ON_HOLD
681,31:02.1,7524,PENDING_PAYMENT
682,31:02.1,9271,COMPLETE
683,31:02.1,7183,PENDING_PAYMENT
684,31:02.1,1546,CLOSED
685,31:02.1,10745,ON_HOLD
686,31:02.1,7835,PROCESSING
687,31:02.1,11639,PENDING_PAYMENT
688,31:02.1,5097,PENDING_PAYMENT
689,31:02.1,8272,PENDING
690,31:02.1,7279,PENDING_PAYMENT
691,31:02.1,517,PENDING_PAYMENT
692,31:02.1,442,ON_HOLD
693,31:02.1,10081,ON_HOLD
694,31:02.1,5015,PROCESSING
695,31:02.1,12224,PROCESSING
696,31:02.1,11166,PENDING_PAYMENT
697,31:02.1,3126,COMPLETE
698,31:02.1,5283,COMPLETE
699,31:02.1,7472,PENDING_PAYMENT
700,31:02.1,2632,COMPLETE
701,31:02.1,9742,PENDING_PAYMENT
702,31:02.1,1826,PROCESSING
703,31:02.1,1871,PENDING_PAYMENT
704,31:02.1,11708,COMPLETE
705,31:02.1,9639,PENDING
706,31:02.1,10129,CLOSED
707,31:02.1,5889,PENDING
708,31:02.1,5695,CLOSED
709,31:02.1,3161,PENDING
710,31:02.1,5871,CLOSED
711,31:02.1,4688,PENDING_PAYMENT
712,31:02.1,4372,PENDING
713,31:02.1,4826,CLOSED
714,31:02.1,4756,COMPLETE
715,31:02.1,864,PENDING
716,31:02.1,2581,CANCELED
717,31:02.1,8208,CANCELED
718,31:02.1,70,COMPLETE
719,31:02.1,4768,PROCESSING
720,31:02.1,3142,COMPLETE
721,31:02.1,2154,PENDING
722,31:02.1,9781,CLOSED
723,31:02.1,371,PENDING
724,31:02.1,797,PENDING
725,31:02.1,3837,PENDING_PAYMENT
726,31:02.1,5407,COMPLETE
727,31:02.1,1049,COMPLETE
728,31:02.1,5965,COMPLETE
729,31:02.1,8467,COMPLETE
730,31:02.1,3189,COMPLETE
731,31:02.1,5104,PROCESSING
732,31:02.1,7633,COMPLETE
733,31:02.1,2724,PENDING
734,31:02.1,1995,PENDING_PAYMENT
735,31:02.1,9142,COMPLETE
